full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized,text_lemmatized,pos,neg,neu,label
Di report dari pagi cuma di janji in di suruh menungga menunggu doang tetapi tidak ada kejelasannya sama sekali Tanggung jawab karyawan nya kemana ini ya kesigapan nya tanggung jawab nya,Di report dari pagi cuma di janji in di suruh menungga menunggu doang tetapi tidak ada kejelasannya sama sekali Tanggung jawab karyawan nya kemana ini ya kesigapan nya tanggung jawab nya,in the report from morning only on the promise of in told me to wait but there is no clarity at all the responsibility of the employee where this is the alertness of his responsibility,report morning promise told wait clarity responsibility employee alertness responsibility,"['report', 'morning', 'promise', 'told', 'wait', 'clarity', 'responsibility', 'employee', 'alertness', 'responsibility']","['report', 'morning', 'promise', 'told', 'wait', 'clarity', 'responsibility', 'employee', 'alertness', 'responsibility']",report morning promise told wait clarity responsibility employee alertness responsibility,0.385,0.0,0.615,positive
Gajelas sangat,Gajelas sangat,very clear,clear,['clear'],['clear'],clear,1.0,0.0,0.0,positive
saya juga seperti begitu terus kak makanya sekarang saya aktifin jne sama sicepat,saya juga seperti begitu terus kak makanya sekarang saya aktifin sama,"i also like that, sis, so now i activate the same",also like that sis activate,"['also', 'like', 'that', 'sis', 'activate']","['also', 'like', 'that', 'si', 'activate']",also like that si activate,0.385,0.0,0.615,positive
sicepat lama sangat kocak dlu kamu paling cepat sekarang sama saja seperti anteraja lemot tae,lama sangat kocak dlu kamu paling cepat sekarang sama saja seperti lemot tae,"long time very hilarious, you are the fastest now the same as slow tae",long time hilarious fastest slow tae,"['long', 'time', 'hilarious', 'fastest', 'slow', 'tae']","['long', 'time', 'hilarious', 'fast', 'slow', 'tae']",long time hilarious fast slow tae,0.483,0.172,0.345,positive
benar sangat apalagi sicepat nama doang cepat tetapi aslinya lamaaa bgttt mana paket sering nyasar,benar sangat apalagi nama doang cepat tetapi aslinya lamaaa bgttt mana paket sering nyasar,"very true especially the name is just fast but the original is a long time, how many packages are often lost",true especially name fast original long time many packages often lost,"['true', 'especially', 'name', 'fast', 'original', 'long', 'time', 'many', 'packages', 'often', 'lost']","['true', 'especially', 'name', 'fast', 'original', 'long', 'time', 'many', 'package', 'often', 'lose']",true especially name fast original long time many package often lose,0.424,0.16,0.416,positive
kenapa si anjinggg sudah benar kurirnya Sicepat malah ganti JNE cokk dari hari minggu kemarin sampe sekarang statusnya tidak berubahberubah cok saya butuh banget barangnya ya tolong,kenapa si anjinggg sudah benar kurirnya malah ganti cokk dari hari minggu kemarin sampe sekarang statusnya tidak berubahberubah cok saya butuh banget barangnya ya tolong,"why is the anjingg correct the courier instead replaced the cokk from last sunday until now the status did not change the chocolate i really needed the item, please help",anjingg correct courier instead replaced cokk last sunday status change chocolate really needed item please help,"['anjingg', 'correct', 'courier', 'instead', 'replaced', 'cokk', 'last', 'sunday', 'status', 'change', 'chocolate', 'really', 'needed', 'item', 'please', 'help']","['anjingg', 'correct', 'courier', 'instead', 'replace', 'cokk', 'last', 'sunday', 'status', 'change', 'chocolate', 'really', 'need', 'item', 'please', 'help']",anjingg correct courier instead replace cokk last sunday status change chocolate really need item please help,0.273,0.0,0.727,positive
Oke siap nanti mwu dikirim pakai sicepat jnt aph jne,Oke siap nanti mwu dikirim pakai aph,okay ready later mwu sent using aph,okay ready later mwu sent using aph,"['okay', 'ready', 'later', 'mwu', 'sent', 'using', 'aph']","['okay', 'ready', 'later', 'mwu', 'sent', 'use', 'aph']",okay ready later mwu sent use aph,0.468,0.0,0.532,positive
nahhh iyaa benar sama akupun aga pusing kadang abis tu loyo engga saya biasanya balesin semua bubblenya duluu baru buka topik baru sehat kamu sicepat balas dm,nahhh iyaa benar sama akupun aga pusing kadang abis tu loyo engga saya biasanya balesin semua bubblenya duluu baru buka topik baru sehat kamu balas dm,"well, yeah, right?",well yeah right,"['well', 'yeah', 'right']","['well', 'yeah', 'right']",well yeah right,0.811,0.0,0.189,positive
kalau di domku antara jampt atau sicepat nder sbnrnya kalau tahu nominal gede mah mending kirim manual pakein asuransi saya biasa terima paket buat wh dari paxel itu aman dan cepet sangat,kalau di domku antara jampt atau nder sbnrnya kalau tahu nominal gede mah mending kirim manual pakein asuransi saya biasa terima paket buat wh dari paxel itu aman dan cepet sangat,"if in my dom, the jampt or nder sbnr, if you know the big nominal, it's better to send a manual using insurance, i usually receive a package for the wh from paxel it is safe and very fast",dom jampt nder sbnr know big nominal better send manual using insurance usually receive package wh paxel safe fast,"['dom', 'jampt', 'nder', 'sbnr', 'know', 'big', 'nominal', 'better', 'send', 'manual', 'using', 'insurance', 'usually', 'receive', 'package', 'wh', 'paxel', 'safe', 'fast']","['dom', 'jampt', 'nder', 'sbnr', 'know', 'big', 'nominal', 'well', 'send', 'manual', 'use', 'insurance', 'usually', 'receive', 'package', 'wh', 'paxel', 'safe', 'fast']",dom jampt nder sbnr know big nominal well send manual use insurance usually receive package wh paxel safe fast,0.289,0.0,0.711,positive
Bukti Nomor Resi JNE dan Paket Yang Sudah Sampai Jasa pengiriman via JNE JampT SICEPAT Pembayaran via transfer Kami tidak melayani COD Cek Bukti Nomor Resi JNE dan Paket Yang Sudah Sampai Daftar Menu,Bukti Nomor Resi dan Paket Yang Sudah Sampai Jasa pengiriman via JampT Pembayaran via transfer Kami tidak melayani COD Cek Bukti Nomor Resi dan Paket Yang Sudah Sampai Daftar Menu,proof of receipt number and package that has reached shipping service via jampt payment via transfer we do not serve cod check proof of receipt number and package that has arrived in the menu list,proof receipt number package reached shipping service via jampt payment via transfer serve cod check proof receipt number package arrived menu list,"['proof', 'receipt', 'number', 'package', 'reached', 'shipping', 'service', 'via', 'jampt', 'payment', 'via', 'transfer', 'serve', 'cod', 'check', 'proof', 'receipt', 'number', 'package', 'arrived', 'menu', 'list']","['proof', 'receipt', 'number', 'package', 'reach', 'shipping', 'service', 'via', 'jampt', 'payment', 'via', 'transfer', 'serve', 'cod', 'check', 'proof', 'receipt', 'number', 'package', 'arrive', 'menu', 'list']",proof receipt number package reach shipping service via jampt payment via transfer serve cod check proof receipt number package arrive menu list,0.163,0.0,0.837,positive
sicepat tetep ekspedisi paling bagus se galaxy,tetep ekspedisi paling bagus se galaxy,still the best expedition in galaxy,still best expedition galaxy,"['still', 'best', 'expedition', 'galaxy']","['still', 'best', 'expedition', 'galaxy']",still best expedition galaxy,0.583,0.0,0.417,positive
Seringnya spx express tetapi suka sicepat juga karena kurirnya sopan banget wkwk,Seringnya express tetapi suka juga karena kurirnya sopan banget wkwk,frequent express but like it too because the courier is very polite,frequent express like courier polite,"['frequent', 'express', 'like', 'courier', 'polite']","['frequent', 'express', 'like', 'courier', 'polite']",frequent express like courier polite,0.385,0.0,0.615,positive
kalau seperti gini tidak perlu di chat kurir nya nnti dateng sendiri atau ttp harus di hubungin Plsss banget bantuin,kalau seperti gini tidak perlu di chat kurir nya nnti dateng sendiri atau ttp harus di hubungin Plsss banget bantuin,"if it's like this, it doesn't need to be chatted with the courier, it will come alone or but you have to contact plss, help you",like this need chatted courier come alone contact plss help,"['like', 'this', 'need', 'chatted', 'courier', 'come', 'alone', 'contact', 'plss', 'help']","['like', 'this', 'need', 'chat', 'courier', 'come', 'alone', 'contact', 'plss', 'help']",like this need chat courier come alone contact plss help,0.366,0.141,0.493,positive
Hallo admin ini kenapa paket saya sudah terselesaikan Saya belum terima paketnya dan itu foto dari kurirnya juga bukan di area rumah sayawilayah saya tolong di bantu untuk investigasi masalah pesanan saya terima kasih,Hallo admin ini kenapa paket saya sudah terselesaikan Saya belum terima paketnya dan itu foto dari kurirnya juga bukan di area rumah sayawilayah saya tolong di bantu untuk investigasi masalah pesanan saya terima kasih,"hello admin, why my package has been completed, i have not received the package and that's a photo from the courier, not in the area of ​​the house, i please help to investigate my order problem, thank you",hello admin package completed received package thats photo courier area the house please help investigate order problem thank,"['hello', 'admin', 'package', 'completed', 'received', 'package', 'thats', 'photo', 'courier', 'area', 'the', 'house', 'please', 'help', 'investigate', 'order', 'problem', 'thank']","['hello', 'admin', 'package', 'complete', 'receive', 'package', 'thats', 'photo', 'courier', 'area', 'the', 'house', 'please', 'help', 'investigate', 'order', 'problem', 'thank']",hello admin package complete receive package thats photo courier area the house please help investigate order problem thank,0.31,0.112,0.579,positive
beneran sudah jera pakai sudah tidak mau pakai jasa mereka,beneran sudah jera pakai sudah tidak mau pakai jasa mereka,really already deterred that you don't want to use their services,really already deterred want use services,"['really', 'already', 'deterred', 'want', 'use', 'services']","['really', 'already', 'deter', 'want', 'use', 'service']",really already deter want use service,0.238,0.0,0.762,positive
dia set pengiriman apa jnt Kalo iya coba add sicepat or spx or selain jnt pasti bisa di co,dia set pengiriman apa Kalo iya coba add or or selain pasti bisa di co,what is the delivery set if yes try add or or besides being able to be coated,delivery set yes try add besides able coated,"['delivery', 'set', 'yes', 'try', 'add', 'besides', 'able', 'coated']","['delivery', 'set', 'yes', 'try', 'add', 'besides', 'able', 'coat']",delivery set yes try add besides able coat,0.278,0.0,0.722,positive
Ini bagaimana ya Solusinya tidak membantu sama sekali sudah kali ya saya diginiin Kalo emang tidak niat bilang saja kenapa harus pakai alasan reschedule by seller Saya tidak merasa reschedule loh,Ini bagaimana ya Solusinya tidak membantu sama sekali sudah kali ya saya diginiin Kalo emang tidak niat bilang saja kenapa harus pakai alasan reschedule by seller Saya tidak merasa reschedule loh,"this is how the solution does not help at all, yes, i was born if i didn't intend to say why i had to use the reason for reschedule by seller, i didn't feel rescheduled",solution help all yes born intend say use reason reschedule seller feel rescheduled,"['solution', 'help', 'all', 'yes', 'born', 'intend', 'say', 'use', 'reason', 'reschedule', 'seller', 'feel', 'rescheduled']","['solution', 'help', 'all', 'yes', 'born', 'intend', 'say', 'use', 'reason', 'reschedule', 'seller', 'feel', 'reschedule']",solution help all yes born intend say use reason reschedule seller feel reschedule,0.435,0.0,0.565,positive
Sengaja pakai kiriman sicepat sehari dari sopi biar cepet sampe tetapi status masih mandek dulu ok sekarang mlempem emang,Sengaja pakai kiriman sehari dari sopi biar cepet sampe tetapi status masih mandek dulu ok sekarang mlempem emang,deliberately use a shipment a day from shopee so that it can quickly arrive but the status is still stagnant first ok now it is really,deliberately use shipment day shopee quickly arrive status still stagnant first ok really,"['deliberately', 'use', 'shipment', 'day', 'shopee', 'quickly', 'arrive', 'status', 'still', 'stagnant', 'first', 'ok', 'really']","['deliberately', 'use', 'shipment', 'day', 'shopee', 'quickly', 'arrive', 'status', 'still', 'stagnant', 'first', 'ok', 'really']",deliberately use shipment day shopee quickly arrive status still stagnant first ok really,0.155,0.0,0.845,positive
tokopedia kalau kata saya sih mending kurir rekomendasi gausahlah pakai idexpress Udh bagus dapat sicepatjnt ini malah kenapa jadi diganti Barang gw sudah hari masih ada di cabang gaada update sama sekali,tokopedia kalau kata saya sih mending kurir rekomendasi gausahlah pakai idexpress Udh bagus dapat sicepatjnt ini malah kenapa jadi diganti Barang gw sudah hari masih ada di cabang gaada update sama sekali,"tokopedia, if i say, it's better to make a courier of the recommendation, i don't have to use an idexpress, it's good to get this sicepatjnt, but why is it changed the goods, i am still in the branch, it's not updated at all",tokopedia say better make courier recommendation use idexpress good get sicepatjnt changed goods still branch updated,"['tokopedia', 'say', 'better', 'make', 'courier', 'recommendation', 'use', 'idexpress', 'good', 'get', 'sicepatjnt', 'changed', 'goods', 'still', 'branch', 'updated']","['tokopedia', 'say', 'well', 'make', 'courier', 'recommendation', 'use', 'idexpress', 'good', 'get', 'sicepatjnt', 'change', 'good', 'still', 'branch', 'update']",tokopedia say well make courier recommendation use idexpress good get sicepatjnt change good still branch update,0.378,0.0,0.622,positive
