,full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
53,min lama bgt sih atas no resi  pdhl instan,min lama bgt sih atas no resi pdhl instan,min for a long time,min long time,"['min', 'long', 'time']","['min', 'long', 'time']"
54,ga bisa banyak berharap dah kalo kurirnya sicepat atau anteraja,Ga bisa banyak berharap dah kalo kurirnya atau,can't expect much if the courier or,cant expect much courier,"['cant', 'expect', 'much', 'courier']","['cant', 'expect', 'much', 'courier']"
55,min ini actionnya apa ya udah dari tanggal  juni loh di wa dan email juga responnya nggak ada,Min ini actionnya apa ya Udah dari tanggal Juni loh Di Wa dan email juga responnya nggak ada,"min, what is this action from june on wa and the e -mail also does not exist",min action june wa e mail also exist,"['min', 'action', 'june', 'wa', 'e', 'mail', 'also', 'exist']","['min', 'action', 'june', 'wa', 'e', 'mail', 'also', 'exist']"
56,ini paket w lu ilangin kah kok udh  hari kaga nyampe pdhl cmn dari jkt ke madiun,ini paket w lu ilangin kah kok udh hari kaga nyampe pdhl cmn dari jkt ke madiun,"this is the package, how come i have arrived at the time of time from jkt to madiun",package come arrived time time jkt madiun,"['package', 'come', 'arrived', 'time', 'time', 'jkt', 'madiun']","['package', 'come', 'arrive', 'time', 'time', 'jkt', 'madiun']"
57,gamau tau besok udah harus sampe,gamau tau besok udah harus sampe,"i don't know tomorrow, i have to arrive",know tomorrow arrive,"['know', 'tomorrow', 'arrive']","['know', 'tomorrow', 'arrive']"
58,sicepat ganti aja jadi silambat,ganti aja jadi silambat,just change it to,change,['change'],['change']
59,bokap jadi berantem sama adek gara adek gue belain anter paket gue yang ga dipickup mulu sama sicepat dari hari sabtu,bokap jadi berantem sama adek gara adek gue belain anter paket gue yang ga dipickup mulu sama dari hari sabtu,bokap became a fight with adek because i bought my package queuing that wasn't pickup the same from saturday,bokap became fight adek bought package queuing pickup saturday,"['bokap', 'became', 'fight', 'adek', 'bought', 'package', 'queuing', 'pickup', 'saturday']","['bokap', 'become', 'fight', 'adek', 'bought', 'package', 'queue', 'pickup', 'saturday']"
60,mana paketku,mana paketku,where is my package,package,['package'],['package']
61,pengakuan anteraja dan sicepat terhadap isu dugaan monopoli shopee sejak kita berdiri sebagai,Pengakuan dan Terhadap Isu Dugaan Monopoli Shopee Sejak Kita Berdiri Sebagai,confession and the issue of alleged shopee monopoly since we stood as,confession issue alleged shopee monopoly since stood,"['confession', 'issue', 'alleged', 'shopee', 'monopoly', 'since', 'stood']","['confession', 'issue', 'allege', 'shopee', 'monopoly', 'since', 'stood']"
62,males bgt pake sicepat sumpah aneh,males bgt pake sumpah aneh,i'm so lazy to use a strange oath,im lazy use strange oath,"['im', 'lazy', 'use', 'strange', 'oath']","['im', 'lazy', 'use', 'strange', 'oath']"
63,aku ngedrop paket ke gudangnya njirrr sumpah gue taunya sicepat dekat rumah aku tuh gudangnya itu drop pointnya malah gue enggak tau dimana itu gpp kan yak kata kurir disana gpp yang penting resinya udah ada tapi aku worry aja wkwk,Aku ngedrop paket ke gudangnya njirrr Sumpah gue taunya dekat rumah aku tuh gudangnya itu drop pointnya malah gue enggak tau dimana Itu gpp kan yak Kata kurir disana gpp yang penting resinya udah ada tapi aku worry aja wkwk,"i dropped the package to the warehouse, i swear, i know that i was near my house, the warehouse was dropped, instead i didn't know where it was gpp, right?",dropped package warehouse swear know near house warehouse dropped instead know gpp right,"['dropped', 'package', 'warehouse', 'swear', 'know', 'near', 'house', 'warehouse', 'dropped', 'instead', 'know', 'gpp', 'right']","['drop', 'package', 'warehouse', 'swear', 'know', 'near', 'house', 'warehouse', 'drop', 'instead', 'know', 'gpp', 'right']"
64,mana min kok gak dibales,Mana min kok gak dibales,"where's min, how come it's not dibales",wheres min come dibales,"['wheres', 'min', 'come', 'dibales']","['wheres', 'min', 'come', 'dibales']"
65,halo tolong follow up pesanan saya tak kunjung dipickup oleh kurir sejak tadi,halo tolong follow up pesanan saya tak kunjung dipickup oleh kurir sejak tadi,"hello, please follow up my order has never been picked up by the courier since earlier",hello please follow order never picked courier since earlier,"['hello', 'please', 'follow', 'order', 'never', 'picked', 'courier', 'since', 'earlier']","['hello', 'please', 'follow', 'order', 'never', 'picked', 'courier', 'since', 'earlier']"
66,demi allah kurir sicepat jelek banget gada kabar,Demi Allah kurir jelek banget Gada kabar,"for the sake of allah, the courier is really bad",sake allah courier really bad,"['sake', 'allah', 'courier', 'really', 'bad']","['sake', 'allah', 'courier', 'really', 'bad']"
67,ini harus gimana yaa supaya paketnya di pick up,ini harus gimana yaa supaya paketnya di pick up,what should i do so the package is picked up,package picked,"['package', 'picked']","['package', 'picked']"
68,pengiriman tgl  via sicepat dan jampt latepost,Pengiriman tgl via dan jampt latepost,delivery date via and jampt latepost,delivery date via jampt latepost,"['delivery', 'date', 'via', 'jampt', 'latepost']","['delivery', 'date', 'via', 'jampt', 'latepost']"
69,cek dm ada dua paket yg kemarin seharusnya di pick up tapi sampai hari ini belum di pick up ya thanks,cek dm ada dua paket yg kemarin seharusnya di pick up tapi sampai hari ini belum di pick up ya thanks,"check dm there are two packages that yesterday should be picked up but to this day it hasn't been picked up, thanks",check dm two packages yesterday picked day picked up thanks,"['check', 'dm', 'two', 'packages', 'yesterday', 'picked', 'day', 'picked', 'up', 'thanks']","['check', 'dm', 'two', 'package', 'yesterday', 'picked', 'day', 'picked', 'up', 'thanks']"
70,no wa nya yang mana min,No wa nya yang mana min,no wa which one is min,wa one min,"['wa', 'one', 'min']","['wa', 'one', 'min']"
71,kurir sicepat beneran lelet,Kurir beneran lelet,courier is really slow,courier really slow,"['courier', 'really', 'slow']","['courier', 'really', 'slow']"
72,maaf sudah wa tapi tdk di balas bagaimana yaa,Maaf sudah wa tapi tdk di balas bagaimana yaa,"sorry, wa, but it's not answered",sorry wa answered,"['sorry', 'wa', 'answered']","['sorry', 'wa', 'answer']"
73,x gw hubungi pihak cust jawaban nya sama serba di janji in di suruh menunggu diang tanpa kejelasan yang pasti itu karyawan nya kurirnya tim operasional nya tim investigqsinya ngapain ajh ya,x gw hubungi pihak cust jawaban nya sama serba di janji in di suruh menunggu diang tanpa kejelasan yang pasti Itu karyawan nya kurirnya tim operasional nya tim investigqsinya ngapain ajh ya,x i contacted the cust the answer to the same as promised in being told to wait for it without clarity.,x contacted cust answer promised told wait without clarity,"['x', 'contacted', 'cust', 'answer', 'promised', 'told', 'wait', 'without', 'clarity']","['x', 'contact', 'cust', 'answer', 'promise', 'told', 'wait', 'without', 'clarity']"
74,pada akhirnya menunggu dari pagi sampai tengah malam pun hanya cuma di janji kan di suruh menunggu tanpa kejelasan sementara seragam kerja dimana yang harus saya gunakan pagi ini pukul  itu blm sampai di tangan saya enak nya di tuntut bagaimana ini perusahaan,Pada akhirnya menunggu dari pagi sampai tengah malam pun hanya cuma di janji kan di suruh menunggu tanpa kejelasan sementara seragam kerja dimana yang harus saya gunakan pagi ini pukul itu blm sampai di tangan saya Enak nya di tuntut bagaimana ini perusahaan,"in the end waiting from morning to midnight, just promised, right, was told to wait without clarity while the work uniforms i had to use this morning at that morning until i arrived at my hands",end waiting morning midnight promised right told wait without clarity work uniforms use morning morning arrived hands,"['end', 'waiting', 'morning', 'midnight', 'promised', 'right', 'told', 'wait', 'without', 'clarity', 'work', 'uniforms', 'use', 'morning', 'morning', 'arrived', 'hands']","['end', 'wait', 'morning', 'midnight', 'promise', 'right', 'told', 'wait', 'without', 'clarity', 'work', 'uniform', 'use', 'morning', 'morning', 'arrive', 'hand']"
75,perusahaan ekspedisi yang ga bertanggung jawab dan merugikan orang kain,Perusahaan ekspedisi yang ga bertanggung jawab dan merugikan orang kain,an expedition company that is not responsible and detrimental to others,expedition company responsible detrimental others,"['expedition', 'company', 'responsible', 'detrimental', 'others']","['expedition', 'company', 'responsible', 'detrimental', 'others']"
76,gara perusahaan ga profesional ini nih saya smpe harus kehilangan pekerjaan saya di karenakan seragam yang saya beli melalui jasa kurir ini tidak bertanggung jawab penuh siapa skrng yng bertanggung jawab atas hal itu,Gara perusahaan ga profesional ini nih saya smpe harus kehilangan pekerjaan saya di karenakan seragam yang saya beli melalui jasa kurir ini tidak bertanggung jawab penuh Siapa skrng yng bertanggung jawab atas hal itu,"because of this unprofessional company, i have to lose my job because the uniform i bought through the services of this courier is not fully responsible who is responsible for that",unprofessional company lose job uniform bought services courier fully responsible responsible,"['unprofessional', 'company', 'lose', 'job', 'uniform', 'bought', 'services', 'courier', 'fully', 'responsible', 'responsible']","['unprofessional', 'company', 'lose', 'job', 'uniform', 'bought', 'service', 'courier', 'fully', 'responsible', 'responsible']"
77,lelet,lelet,slow,slow,['slow'],['slow']
78,hi kak mohon maaf atas kendala mengenai pesanan yg belum diterima dan salah alamat untuk pengecekan lebih lanjut boleh infokan detail kendala username dan no pesanan ke dm twitter ya ditunggu kk,Hi kak mohon maaf atas kendala mengenai pesanan yg belum diterima dan salah alamat untuk pengecekan lebih lanjut boleh infokan detail kendala username dan no pesanan ke DM twitter ya Ditunggu KK,hi sis apologize for the obstacles regarding orders that have not been received and the wrong address for further checking may inform the details of the username and the order number to dm twitter is waiting for kk,hi sis apologize obstacles regarding orders received wrong address checking may inform details username order number dm twitter waiting kk,"['hi', 'sis', 'apologize', 'obstacles', 'regarding', 'orders', 'received', 'wrong', 'address', 'checking', 'may', 'inform', 'details', 'username', 'order', 'number', 'dm', 'twitter', 'waiting', 'kk']","['hi', 'si', 'apologize', 'obstacle', 'regard', 'order', 'receive', 'wrong', 'address', 'check', 'may', 'inform', 'detail', 'username', 'order', 'number', 'dm', 'twitter', 'wait', 'kk']"
79,selamat malam min mohon bantuannya saya tinggal di daerah pondok bambu duren sawit jakarta timur mau kirim paket sudah atur jadwal pickup dari sabtu sore tapi sampai sekarang belum ada yang datang saya juga tdk tau harus menghubungi kemana,Selamat malam min Mohon bantuannya Saya tinggal di daerah Pondok Bambu Duren Sawit Jakarta timur mau kirim paket sudah atur jadwal pickup dari sabtu sore tapi sampai sekarang belum ada yang datang Saya juga tdk tau harus menghubungi kemana,"good evening, please, please help, i live in the area of ​​pondok bambu duren sawit, east jakarta, i want to send a package to set a pickup schedule from saturday afternoon but until now no one has come i also don't know where to contact where",good evening please please help live area pondok bambu duren sawit east jakarta want send package set pickup schedule saturday afternoon one come also know contact,"['good', 'evening', 'please', 'please', 'help', 'live', 'area', 'pondok', 'bambu', 'duren', 'sawit', 'east', 'jakarta', 'want', 'send', 'package', 'set', 'pickup', 'schedule', 'saturday', 'afternoon', 'one', 'come', 'also', 'know', 'contact']","['good', 'even', 'please', 'please', 'help', 'live', 'area', 'pondok', 'bambu', 'duren', 'sawit', 'east', 'jakarta', 'want', 'send', 'package', 'set', 'pickup', 'schedule', 'saturday', 'afternoon', 'one', 'come', 'also', 'know', 'contact']"
80,ini kurirmu bukan,ini kurirmu bukan,this is your courier,courier,['courier'],['courier']
81,kirain sicepat doang yang problem ternyata jodante juga sksjdhdh kurir ngantuk kh,kirain doang yang problem ternyata jodante juga sksjdhdh kurir ngantuk kh,i think that the problem is that jodante also sksjdhdh is sleepy courier kh,think problem jodante also sksjdhdh sleepy courier kh,"['think', 'problem', 'jodante', 'also', 'sksjdhdh', 'sleepy', 'courier', 'kh']","['think', 'problem', 'jodante', 'also', 'sksjdhdh', 'sleepy', 'courier', 'kh']"
82,apaan dah ni kurir nya pada ngapain paket yg satu dri tgl  ketahan dikantor yg satu lagi salah alamat mana pesanan org semua tolong lah,apaan dah ni kurir nya pada ngapain paket yg satu dri tgl ketahan dikantor yg satu lagi salah alamat mana pesanan org semua tolong lah,"what's the courier what is the package of one from the date of the durability in the office on the other one, the wrong address, where the order is all please please",whats courier package one date durability office one wrong address order please please,"['whats', 'courier', 'package', 'one', 'date', 'durability', 'office', 'one', 'wrong', 'address', 'order', 'please', 'please']","['whats', 'courier', 'package', 'one', 'date', 'durability', 'office', 'one', 'wrong', 'address', 'order', 'please', 'please']"
